date,time,price
20070122,1340,96.59
20070122,1345,96.66
20070122,1350,96.63
20070122,1355,96.66
20070122,1400,96.8
20070122,1405,96.89
20070122,1410,96.77
20070122,1415,96.86
20070122,1420,96.77
20070122,1425,96.77
20070122,1430,96.77
20070122,1435,96.73
20070122,1440,96.72
20070122,1445,96.83
20070122,1450,96.79
20070122,1455,96.74
20070122,1500,96.77
20070122,1505,96.78
20070122,1510,96.78
20070122,1515,96.85
20070122,1520,96.82
20070122,1525,96.72
20070122,1530,96.87
20070122,1535,96.96
20070122,1540,97.11
20070122,1545,97.15
20070122,1550,97.16
20070122,1555,97.19
20070122,1600,97.11
20070123,935,97.06
20070123,940,96.39
20070123,945,96.52
20070123,950,96.79
20070123,955,96.75
20070123,1000,96.46
20070123,1005,96.47
20070123,1010,96.45
20070123,1015,96.25
20070123,1020,96.34
20070123,1025,96.23
20070123,1030,96.26
20070123,1035,96.32
20070123,1040,96.44
20070123,1045,96.35
20070123,1050,96.39
20070123,1055,96.43
20070123,1100,96.39
20070123,1105,96.4
20070123,1110,96.57
20070123,1115,96.53
20070123,1120,96.7
20070123,1125,96.73
20070123,1130,96.73
20070123,1135,96.65
20070123,1140,96.5
20070123,1145,96.62
20070123,1150,96.54
20070123,1155,96.61
20070123,1200,96.59
20070123,1205,96.59
20070123,1210,96.57
20070123,1215,96.52
20070123,1220,96.52
20070123,1225,96.54
20070123,1230,96.62
20070123,1235,96.66
20070123,1240,96.72
20070123,1245,96.74
20070123,1250,96.8
20070123,1255,96.77
20070123,1300,96.75
20070123,1305,96.77
20070123,1310,96.71
20070123,1315,96.78
20070123,1320,96.88
20070123,1325,96.91
20070123,1330,96.96
20070123,1335,97.02
20070123,1340,97.01
20070123,1345,97.0
20070123,1350,97.02
20070123,1355,97.18
20070123,1400,97.24
20070123,1405,97.23
20070123,1410,97.29
20070123,1415,97.16
20070123,1420,97.18
20070123,1425,97.17
20070123,1430,97.04
20070123,1435,96.93
20070123,1440,97.06
20070123,1445,97.05
20070123,1450,97.02
20070123,1455,97.02
20070123,1500,97.13
20070123,1505,97.14
20070123,1510,97.06
20070123,1515,97.13
20070123,1520,97.25
20070123,1525,97.27
20070123,1530,97.36
20070123,1535,97.26
20070123,1540,97.31
20070123,1545,97.2
20070123,1550,97.19
20070123,1555,97.1
20070123,1600,97.12
20070124,935,97.26
20070124,940,96.94
20070124,945,97.07
20070124,950,96.95
20070124,955,96.73
20070124,1000,96.79
20070124,1005,96.85
20070124,1010,97.0
20070124,1015,96.94
20070124,1020,96.85
20070124,1025,96.86
20070124,1030,96.91
20070124,1035,97.0
20070124,1040,97.02
20070124,1045,96.96
20070124,1050,96.92
20070124,1055,97.12
20070124,1100,97.13
20070124,1105,97.18
20070124,1110,97.26
20070124,1115,97.24
20070124,1120,97.36
20070124,1125,97.27
20070124,1130,97.3
20070124,1135,97.32
20070124,1140,97.33
20070124,1145,97.39
20070124,1150,97.49
20070124,1155,97.49
20070124,1200,97.55
20070124,1205,97.45
20070124,1210,97.47
20070124,1215,97.47
20070124,1220,97.48
20070124,1225,97.43
20070124,1230,97.35
20070124,1235,97.33
20070124,1240,97.34
20070124,1245,97.29
20070124,1250,97.28
20070124,1255,97.18
20070124,1300,97.14
20070124,1305,97.07
20070124,1310,97.03
20070124,1315,96.99
20070124,1320,96.95
20070124,1325,96.97
20070124,1330,96.94
20070124,1335,96.95
20070124,1340,97.04
20070124,1345,97.01
20070124,1350,97.04
20070124,1355,97.1
20070124,1400,97.18
20070124,1405,97.14
20070124,1410,97.17
20070124,1415,97.1
20070124,1420,97.1
20070124,1425,97.15
20070124,1430,97.21
20070124,1435,97.26
20070124,1440,97.42
20070124,1445,97.44
20070124,1450,97.36
20070124,1455,97.41
20070124,1500,97.41
20070124,1505,97.42
20070124,1510,97.44
20070124,1515,97.47
20070124,1520,97.43
20070124,1525,97.4
20070124,1530,97.46
20070124,1535,97.44
20070124,1540,97.39
20070124,1545,97.42
20070124,1550,97.39
20070124,1555,97.3
20070124,1600,97.33
20070125,935,97.6
20070125,940,97.27
20070125,945,97.6
20070125,950,97.68
20070125,955,97.77
20070125,1000,97.89
20070125,1005,97.89
20070125,1010,97.84
20070125,1015,97.77
20070125,1020,97.84
20070125,1025,97.79
20070125,1030,97.78
20070125,1035,97.76
20070125,1040,97.55
20070125,1045,97.62
20070125,1050,97.73
20070125,1055,97.85
20070125,1100,97.81
20070125,1105,97.84
20070125,1110,97.83
20070125,1115,97.88
20070125,1120,97.87
20070125,1125,97.82
20070125,1130,97.88
20070125,1135,97.76
20070125,1140,97.75
20070125,1145,97.82
20070125,1150,97.73
20070125,1155,97.66
20070125,1200,97.66
20070125,1205,97.69
20070125,1210,97.74
20070125,1215,97.61
20070125,1220,97.67
20070125,1225,97.7
20070125,1230,97.71
20070125,1235,97.71
20070125,1240,97.74
20070125,1245,97.77
20070125,1250,97.79
20070125,1255,97.72
20070125,1300,97.69
20070125,1305,97.7
20070125,1310,97.75
20070125,1315,97.79
20070125,1320,97.84
20070125,1325,97.87
20070125,1330,97.89
20070125,1335,97.74
20070125,1340,97.61
20070125,1345,97.61
20070125,1350,97.65
20070125,1355,97.58
20070125,1400,97.41
20070125,1405,97.31
20070125,1410,97.49
20070125,1415,97.5
20070125,1420,97.38
20070125,1425,97.48
20070125,1430,97.44
20070125,1435,97.62
20070125,1440,97.62
20070125,1445,97.58
20070125,1450,97.51
20070125,1455,97.55
20070125,1500,97.56
20070125,1505,97.5
20070125,1510,97.38
20070125,1515,97.5
20070125,1520,97.46
20070125,1525,97.45
20070125,1530,97.5
20070125,1535,97.53
20070125,1540,97.47
20070125,1545,97.41
20070125,1550,97.35
20070125,1555,97.5
20070125,1600,97.54
20070126,935,97.68
20070126,940,97.25
20070126,945,97.42
20070126,950,97.14
20070126,955,97.11
20070126,1000,97.29
20070126,1005,96.93
20070126,1010,97.01
20070126,1015,97.06
20070126,1020,97.25
20070126,1025,97.45
20070126,1030,97.62
20070126,1035,97.6
20070126,1040,97.69
20070126,1045,97.55
20070126,1050,97.57
20070126,1055,97.52
20070126,1100,97.52
20070126,1105,97.6
20070126,1110,97.61
20070126,1115,97.65
20070126,1120,97.7
20070126,1125,97.67
20070126,1130,97.58
20070126,1135,97.6
20070126,1140,97.5
20070126,1145,97.39
20070126,1150,97.31
20070126,1155,97.4
